Data from solis1d_750mA_black_FLMS192441__6__16-09-17-364.txt Node

Date: Tue Sep 13 16:09:17 CEST 2022
User: Spectrometer
Spectrometer: FLMS19244
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
338.974	-30.48
339.356	-30.48
339.738	-30.48
340.12	-40.64
340.502	-68.59
340.883	-60.97
341.265	-12.7
341.647	-99.07
342.029	-86.37
342.41	-114.31
342.792	-116.85
343.173	-91.45
343.555	12.7
343.936	-53.34
344.318	15.24
344.699	170.19
345.08	55.88
345.462	88.91
345.843	71.13
346.224	78.75
346.605	142.25
346.986	154.95
347.368	142.25
347.749	177.82
348.13	182.9
348.51	223.54
348.891	210.84
349.272	187.98
349.653	180.36
350.034	274.34
350.414	198.14
350.795	294.66
351.176	332.77
351.556	259.1
351.937	289.58
352.317	297.21
352.698	279.42
353.078	320.07
353.459	276.88
353.839	317.53
354.219	241.32
354.599	307.37
354.98	261.64
355.36	337.85
355.74	312.45
356.12	309.91
356.5	317.53
356.88	325.15
357.26	317.53
357.64	269.26
358.02	292.12
358.399	342.93
358.779	335.31
359.159	363.25
359.539	302.29
359.918	294.66
360.298	279.42
360.677	299.75
361.057	314.99
361.436	284.5
361.816	345.47
362.195	302.29
362.574	276.88
362.954	274.34
363.333	228.62
363.712	279.42
364.091	279.42
364.47	327.69
364.849	284.5
365.228	332.77
365.607	332.77
365.986	241.32
366.365	312.45
366.744	279.42
367.123	320.07
367.501	294.66
367.88	243.86
368.259	274.34
368.637	256.56
369.016	205.76
369.394	314.99
369.773	248.94
370.151	279.42
370.53	312.45
370.908	256.56
371.286	274.34
371.665	317.53
372.043	281.96
372.421	289.58
372.799	342.93
373.177	381.03
373.555	419.14
373.933	391.19
374.311	403.89
374.689	457.24
375.067	480.1
375.445	541.07
375.823	525.82
376.2	574.09
376.578	482.64
376.956	663
377.333	652.84
377.711	589.33
378.088	739.2
378.466	708.72
378.843	840.81
379.22	790.01
379.598	828.11
379.975	939.88
380.352	858.59
380.73	950.04
381.107	960.2
381.484	967.82
381.861	911.94
382.238	977.98
382.615	1099.91
382.992	1201.52
383.369	1308.21
383.746	1336.15
384.122	1440.3
384.499	1531.75
384.876	1582.55
385.252	1691.78
385.629	1623.2
386.006	1640.98
386.382	1712.1
386.759	1701.94
387.135	1806.09
387.512	1879.76
387.888	1831.49
388.264	1872.14
388.641	1872.14
389.017	1910.24
389.393	1869.6
389.769	1948.34
390.145	1933.1
390.521	1999.15
390.897	1991.53
391.273	1905.16
391.649	1935.64
392.025	1826.41
392.401	1844.2
392.777	1798.47
393.152	1750.21
393.528	1872.14
393.904	1727.35
394.279	1729.89
394.655	1727.35
395.03	1729.89
395.406	1597.8
395.781	1712.1
396.157	1511.43
396.532	1569.85
396.907	1536.83
397.283	1587.63
397.658	1516.51
398.033	1488.57
398.408	1313.29
398.783	1328.53
399.158	1298.05
399.533	1338.69
399.908	1282.81
400.283	1287.89
400.658	1290.43
401.033	1224.38
401.407	1153.26
401.782	1176.12
402.157	1097.37
402.531	1077.05
402.906	1049.11
403.28	1008.47
403.655	1046.57
404.029	1082.13
404.404	980.52
404.778	1074.51
405.153	1023.71
405.527	929.72
405.901	972.9
406.275	993.22
406.649	812.87
407.023	848.43
407.397	927.18
407.771	848.43
408.145	909.4
408.519	853.51
408.893	911.94
409.267	850.97
409.641	784.93
410.015	790.01
410.388	817.95
410.762	899.24
411.136	828.11
411.509	764.6
411.883	731.58
412.256	830.65
412.63	688.4
413.003	800.17
413.376	652.84
413.75	690.94
414.123	660.46
414.496	721.42
414.869	696.02
415.242	652.84
415.615	736.66
415.988	716.34
416.361	711.26
416.734	642.67
417.107	652.84
417.48	744.28
417.853	642.67
418.226	650.29
418.598	683.32
418.971	657.92
419.344	673.16
419.716	637.59
420.089	645.21
420.461	530.9
420.834	604.57
421.206	617.27
421.578	563.93
421.951	617.27
422.323	617.27
422.695	591.87
423.067	584.25
423.439	561.39
423.812	574.09
424.184	558.85
424.556	652.84
424.928	637.59
425.299	535.99
425.671	541.07
426.043	558.85
426.415	551.23
426.787	558.85
427.158	604.57
427.53	520.74
427.902	502.96
428.273	480.1
428.645	467.4
429.016	530.9
429.387	520.74
429.759	434.38
430.13	459.78
430.501	477.56
430.873	454.7
431.244	541.07
431.615	482.64
431.986	546.15
432.357	492.8
432.728	711.26
433.099	520.74
433.47	495.34
433.841	497.88
434.212	505.5
434.583	482.64
434.953	439.46
435.324	523.28
435.695	447.08
436.065	502.96
436.436	434.38
436.806	439.46
437.177	464.86
437.547	396.27
437.918	424.22
438.288	375.95
438.658	449.62
439.028	457.24
439.399	457.24
439.769	442
440.139	396.27
440.509	292.12
440.879	421.68
441.249	350.55
441.619	469.94
441.989	365.79
442.359	411.51
442.728	368.33
443.098	358.17
443.468	398.81
443.838	523.28
444.207	475.02
444.577	459.78
444.946	408.97
445.316	398.81
445.685	414.06
446.055	391.19
446.424	414.06
446.793	500.42
447.163	302.29
447.532	396.27
447.901	363.25
448.27	386.11
448.639	434.38
449.008	375.95
449.377	421.68
449.746	391.19
450.115	442
450.484	386.11
450.853	426.76
451.221	388.65
451.59	424.22
451.959	434.38
452.327	381.03
452.696	365.79
453.065	322.61
453.433	350.55
453.801	381.03
454.17	363.25
454.538	350.55
454.907	391.19
455.275	327.69
455.643	342.93
